Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Rooms_outlier,HouseFloor_outlier,HouseYear_outlier,LifeSquare_nan,DistrictSize,new_district,IsDistrictLarge,MedPriceByDistrict,MedPriceByFloorYear
1.0,34.72292744924814,20.435346946123897,6.0,3,9.0,1979,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,0,51,0,0,160187.25180281582,180382.19663356265
1.0,46.205069339875706,42.598110757629016,5.0,5,22.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,1,148,0,1,127160.13786863102,189145.45109120343
1.0,54.61993884384211,50.98933705851104,5.0,5,9.0,1977,0.43788524,1,1,23,5735,3,0,5,1,0,0,0,0,117,0,1,121387.71128937096,189145.45109120343
1.0,31.66400707188005,18.24158277389595,5.0,2,5.0,1967,0.13321533300000002,1,1,49,11395,3,3,4,0,0,0,0,0,55,0,0,149344.9804183917,180382.19663356265
1.0,37.5616777951096,21.005893474739896,7.0,16,17.0,2004,0.225824954,0,1,41,6558,7,3,2,1,0,0,0,0,54,0,0,156266.487609913,234614.2421975136
1.0,40.34148038908348,36.73452180683679,5.0,11,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,131151.38600978858,181467.96476949815
3.0,51.17094179440612,34.43681464325266,9.0,4,17.0,2014,0.0,1,1,36,6714,2,0,2,1,0,0,0,0,49,0,0,300579.5046596294,165526.307915045
1.0,54.15257867475229,35.87410283472028,8.0,12,12.0,1975,0.42882581799999997,1,1,25,5011,8,0,2,1,0,0,0,0,44,0,0,157482.35230280843,181467.96476949815
1.0,36.45198410012569,20.91225032975997,8.0,3,16.0,1985,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,4,0,0,185904.18573723047,205210.0685419325
2.0,55.100810411595965,32.48560103706655,9.0,7,16.0,1978,0.0077202819999999985,1,1,38,4788,2,0,4,1,0,0,0,0,40,0,0,209509.11320504162,192086.8226061738
3.0,77.3212429174443,73.7142843351976,5.0,23,25.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,1,148,0,1,197241.12388996888,171739.19921978915
1.0,34.51154804020145,19.669765168831248,5.0,4,5.0,1963,0.020741326,1,1,24,5613,5,2,5,1,0,0,0,0,6,0,0,110442.85081020652,189145.45109120343
1.0,37.41933331496213,18.747775169861047,10.0,9,17.0,2001,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,76,0,0,186304.50161341895,227478.6879975081
1.0,39.375519817270906,22.026601732925833,7.0,4,17.0,1990,0.194489265,1,1,47,8004,3,3,5,1,0,0,0,0,117,0,1,157949.78200735728,217602.69968302205
1.0,36.22046082673569,17.30193926493358,6.0,1,5.0,1963,0.006076152,1,1,30,5285,0,6,6,1,0,0,0,0,48,0,0,153993.01841010654,180382.19663356265
2.0,55.79953996494822,32.78126019215573,9.0,7,16.0,1982,0.122190486,1,1,25,4724,2,1,3,1,0,0,0,0,76,0,0,229959.31169911794,234076.0658760037
2.0,50.47630720816535,27.127443746985588,8.0,10,10.0,2011,0.161531741,1,1,25,5648,1,2,4,1,0,0,0,0,194,0,1,189032.18374533387,179466.09423541973
1.0,62.00759770244598,60.92506194939909,5.0,1,1.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,1,0,0,345,0,1,131151.38600978858,180382.19663356265
1.0,39.848594922175614,23.091842710376174,8.0,8,24.0,2017,0.049637257000000004,1,1,34,7759,0,1,3,1,0,0,0,0,116,0,1,195474.2991267647,178912.36908081267
2.0,64.31170714953804,61.92069954947621,5.0,12,17.0,2015,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,0,345,0,1,178456.97357523238,179466.09423541973
2.0,54.262849223983906,52.19230378053981,5.0,2,2.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,0,148,0,1,179630.40019799524,180382.19663356265
1.0,33.612695693956645,19.284464205759754,8.0,3,9.0,1965,0.16197556800000001,1,0,31,7010,5,3,7,1,0,0,0,0,21,0,0,177820.8230166711,180382.19663356265
2.0,50.111054949105046,34.85860239454486,8.0,5,8.0,1961,0.319809354,1,1,25,4756,16,5,8,1,0,0,0,0,13,0,0,239029.78300284036,189145.45109120343
3.0,81.21759235703625,77.61063377478956,5.0,7,25.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,1,148,0,1,197241.12388996888,192086.8226061738
2.0,63.121323850635655,62.673653283571994,5.0,24,24.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,203094.7278714942,171739.19921978915
3.0,132.8206458456045,71.22783124926782,6.0,9,25.0,2011,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,0,372,0,1,172778.61536482215,178912.36908081267
2.0,58.63051672141732,55.02355813917063,5.0,15,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,178456.97357523238,181467.96476949815
1.0,34.81267644624846,23.75710644147416,5.0,2,5.0,1962,0.1363303,1,1,30,6141,10,3,6,1,0,0,0,0,12,0,0,175157.54336979572,180382.19663356265
1.0,37.470195242427614,21.485797280082046,7.0,12,17.0,1993,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,194,0,1,139025.78503488025,237885.89122667816
3.0,80.03434995918475,48.098257850294964,10.0,18,22.0,1993,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,40,0,0,281754.7771011172,281843.2505443552
1.0,41.48516465728277,18.578369600264406,8.0,12,16.0,1977,0.019508796000000002,1,1,37,7687,11,5,5,1,0,0,0,0,16,0,0,199248.11437562987,181467.96476949815
3.0,107.01734992451028,66.39262998150802,6.0,14,17.0,2015,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,164,0,1,214426.40975734207,179466.09423541973
2.0,72.53382528172888,68.92686669948219,5.0,13,13.0,1977,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,1,79,0,0,329815.68074626534,181467.96476949815
3.0,78.1249914817882,43.95010061415335,9.0,10,11.0,2015,0.161531741,1,1,25,5648,1,2,4,1,0,0,0,0,194,0,1,244756.66532510985,179466.09423541973
3.0,79.47359012083164,75.86663153858495,5.0,16,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,241383.6240674414,171739.19921978915
3.0,75.88815582675768,78.32471628535829,5.0,11,17.0,2014,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,0,345,0,1,215707.92534743663,179466.09423541973
2.0,60.72243610007683,31.879816606500587,12.0,1,1.0,1977,0.017647053,1,1,2,469,0,0,0,1,0,1,0,0,580,0,1,165993.29245046596,180382.19663356265
1.0,39.01083585194189,31.796918687448514,10.0,12,19.0,1977,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,1,580,0,1,119817.44845668125,181467.96476949815
1.0,41.668649656506325,20.207761889892915,10.0,19,22.0,1996,0.041124634,1,1,46,9515,5,1,10,1,0,0,0,0,60,0,0,200468.34000580528,281843.2505443552
1.0,53.0433028473534,19.138687747699827,6.0,13,17.0,2011,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,580,0,1,119817.44845668125,179466.09423541973
2.0,46.93970844959363,27.454654564186004,6.0,5,5.0,1961,0.0,1,1,33,7425,1,2,5,1,0,0,0,0,10,0,0,236877.925336222,189145.45109120343
1.0,41.14407005487619,20.34880761354018,9.0,12,14.0,1971,0.089039719,1,1,33,7976,5,0,11,1,0,0,0,0,40,0,0,185704.76669356032,181467.96476949815
1.0,30.945176920391198,19.341485765113035,5.0,6,9.0,1968,0.486245621,1,1,13,2514,19,0,6,1,0,0,0,0,6,0,0,127119.13657774848,192086.8226061738
1.0,34.539033034207385,21.822346907111488,6.0,4,5.0,1961,0.12209034699999999,1,1,29,6566,7,4,0,1,0,0,0,0,50,0,0,174436.5219641133,189145.45109120343
2.0,47.545752530120104,28.242153786370825,6.0,1,9.0,1971,0.212515361,1,1,19,3293,16,3,7,1,0,0,0,0,16,0,0,230484.09082053544,180382.19663356265
3.0,76.72991720294392,48.061396943699634,10.0,11,16.0,1983,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,0,51,0,0,272987.5205712006,237885.89122667816
1.0,45.1520190510315,41.54506046878481,5.0,21,22.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,147956.0257349155,171739.19921978915
3.0,85.55886993871668,50.29857529343057,8.0,9,14.0,1991,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,76,0,0,325577.83755331865,234076.0658760037
4.0,118.86824623160255,118.98665491988324,5.0,2,2.0,2016,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,0,148,0,1,517817.1629805186,176912.07860305184
2.0,44.57722076629535,31.53370069059577,5.0,3,5.0,1969,0.081943463,1,1,20,2738,20,1,4,1,0,0,0,0,5,0,0,301309.74408345786,180382.19663356265
1.0,39.362294067817075,38.530064220433715,9.0,14,17.0,2016,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,0,345,0,1,131151.38600978858,179466.09423541973
2.0,45.66226800145746,30.0869097799242,6.0,4,5.0,1959,0.319809354,1,1,25,4756,16,5,8,1,0,0,0,0,31,0,0,176210.8123341811,189145.45109120343
2.0,56.803894592366255,32.17816706859256,10.0,10,22.0,2018,0.049637257000000004,1,1,34,7759,0,1,3,1,0,0,0,0,116,0,1,265516.3911452103,179466.09423541973
3.0,76.38684715191167,44.05884397594525,8.0,7,10.0,2001,0.194489265,1,1,47,8004,3,3,5,1,0,0,0,0,117,0,1,241677.5411269828,227478.6879975081
2.0,45.25095327999151,23.17174651341234,6.0,10,14.0,1977,0.212515361,1,1,19,3293,16,3,7,1,0,0,0,0,16,0,0,230484.09082053544,181467.96476949815
2.0,56.25872978113475,32.79451764686881,8.0,9,14.0,1991,0.161531741,1,1,25,5648,1,2,4,1,0,0,0,0,194,0,1,189032.18374533387,234076.0658760037
3.0,83.51510281324485,79.90814423099816,5.0,11,13.0,1977,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,1,79,0,0,410641.4580360117,181467.96476949815
3.0,58.65050194629176,43.924558006656866,5.0,3,5.0,1971,0.18878376600000002,1,1,31,6137,4,0,1,1,0,0,0,0,86,0,0,255889.16988594673,180382.19663356265
2.0,57.730467232324344,33.09255535243581,7.0,8,8.0,1958,0.16197556800000001,1,0,31,7010,5,3,7,1,0,1,0,0,21,0,0,200836.2666025366,192086.8226061738
2.0,67.11610172655216,59.90218456205878,10.0,6,10.0,2015,0.017647053,1,1,2,469,0,0,0,1,0,0,0,1,580,0,1,165993.29245046596,178912.36908081267
2.0,66.51590394022973,2.978571513150884,5.0,5,17.0,2018,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,203094.7278714942,165526.307915045
2.0,58.63486587397398,55.02790729172729,5.0,5,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,144402.24532042688,189145.45109120343
3.0,86.74409766309677,83.13713908085008,5.0,7,20.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,241383.6240674414,192086.8226061738
1.0,36.350100827253605,23.201097997976646,7.0,3,16.0,1978,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,58,0,0,163976.5353654754,180382.19663356265
2.0,58.975994059936035,29.52878394415852,8.0,17,25.0,2012,0.09229064199999999,1,1,21,4346,2,1,2,1,0,0,0,0,36,0,0,199207.59190663803,192555.49709032386
2.0,60.39676498118832,56.78980639894163,5.0,10,13.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,1,0,1,580,0,1,165993.29245046596,181467.96476949815
1.0,36.48465954313691,22.06077123089525,6.0,9,9.0,1970,0.0,1,1,47,11319,0,3,5,1,0,0,0,0,86,0,0,168432.15295425337,192086.8226061738
1.0,42.44670794333141,22.896866310700112,8.0,4,17.0,1997,0.086885265,1,1,10,2277,2,0,0,1,0,0,0,0,56,0,0,148775.804866926,217602.69968302205
1.0,54.188411568273274,50.581452986026584,5.0,6,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,147956.0257349155,192086.8226061738
2.0,52.966027497557114,31.725652516437894,5.0,6,8.0,1959,0.20014680199999998,1,1,23,3975,8,2,0,1,0,0,0,0,19,0,0,226029.79049926484,192086.8226061738
3.0,77.08553815383802,46.708043526092304,10.0,6,16.0,1983,0.23610845800000002,1,1,16,3893,27,3,10,1,0,0,0,0,8,0,0,393302.07097272546,234076.0658760037
2.0,71.0055747817242,67.39861619947752,5.0,8,9.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,1,0,1,445,0,1,203094.7278714942,192086.8226061738
2.0,48.75039978033474,49.45213657274567,5.0,9,12.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1,0,0,0,0,372,0,1,144402.24532042688,192086.8226061738
4.0,67.69011954986111,42.93744829499372,8.0,6,8.0,1951,0.174739084,1,1,17,3379,9,0,3,1,0,0,0,0,9,0,0,453286.7648404656,192086.8226061738
2.0,63.66791602134554,35.29428392026611,12.0,1,14.0,2007,0.197367951,1,1,8,2423,1,0,1,1,0,1,0,0,64,0,0,228796.54255505846,241426.3960999263
3.0,62.977286496004545,42.318754314079904,5.0,6,9.0,1972,0.002211665,1,1,39,7614,3,1,5,0,0,0,0,0,16,0,0,291352.96534642536,192086.8226061738
1.0,46.09909337600261,42.492134793755916,5.0,8,13.0,1977,0.060753049,1,1,15,2787,2,0,7,1,0,1,0,1,26,0,0,247856.31331849634,192086.8226061738
2.0,42.58151161541346,24.872833739094467,6.0,7,14.0,1973,0.175054867,1,1,36,10055,3,1,0,1,0,0,0,0,55,0,0,215452.96888352933,192086.8226061738
2.0,65.60751424402397,62.000555661777284,5.0,12,17.0,2018,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,1,94,0,0,168723.59916172136,179466.09423541973
3.0,62.84225035102021,44.1090957789013,6.0,8,9.0,1973,0.00016967599999999998,1,1,36,5992,0,1,1,1,0,0,0,0,86,0,0,246878.7885605056,192086.8226061738
2.0,49.21454659441765,32.993905041379726,7.0,13,16.0,1970,0.111627393,1,1,50,12238,8,2,3,1,0,0,0,0,42,0,0,233473.0905567641,181467.96476949815
2.0,75.45550861938015,71.84855003713346,5.0,1,1.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,1,0,1,65,0,0,241279.0649899604,180382.19663356265
3.0,54.58717459675906,35.656107822276994,5.0,8,9.0,1968,0.14966637300000002,1,1,22,4789,2,4,1,1,0,0,0,0,48,0,0,258243.4571606045,192086.8226061738
3.0,67.9245528109072,41.48108093336312,9.0,2,12.0,2008,0.161531741,1,1,25,5648,1,2,4,1,0,1,0,0,194,0,1,244756.66532510985,241426.3960999263
3.0,79.57665010385006,75.96969152160337,5.0,13,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,215707.92534743663,181467.96476949815
2.0,39.122007411317426,26.190363924659408,7.0,8,9.0,1965,0.042031587,1,1,37,6856,84,2,5,1,0,0,0,0,5,0,0,275055.1822008445,192086.8226061738
3.0,71.64982098806941,50.897793038889596,6.0,7,9.0,1973,0.00016967599999999998,1,1,36,5992,0,1,1,1,0,0,0,0,86,0,0,246878.7885605056,192086.8226061738
1.0,32.462447155967304,24.20427830076569,5.0,4,4.0,1967,0.000995363,1,1,42,7651,1,1,5,1,0,1,0,0,35,0,0,153831.04501308108,189145.45109120343
3.0,124.91443135913988,121.30747277689319,5.0,1,1.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,1,0,1,445,0,1,241383.6240674414,180382.19663356265
2.0,61.24069240942403,62.16309654105238,5.0,1,1.0,2014,0.24320451899999998,1,1,5,1564,0,0,0,1,0,1,0,0,345,0,1,178456.97357523238,176912.07860305184
2.0,48.94337940659743,31.446667800098766,5.0,4,5.0,1963,0.000995363,1,1,42,7651,1,1,5,1,0,0,0,0,55,0,0,187408.22102113732,189145.45109120343
2.0,68.18307866155254,34.763694850584,12.0,16,17.0,2014,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,0,445,0,1,203094.7278714942,192555.49709032386
2.0,44.347497387216244,28.669063923394326,5.0,3,5.0,1961,0.12209034699999999,1,1,29,6566,7,4,0,1,0,0,0,0,50,0,0,189479.7265510652,180382.19663356265
2.0,50.65470581994165,30.36232866104105,9.0,2,12.0,1968,0.16197556800000001,1,0,31,7010,5,3,7,1,0,0,0,0,21,0,0,200836.2666025366,180382.19663356265
2.0,51.58705131251882,29.44210492336741,7.0,12,12.0,1975,0.089039719,1,1,33,7976,5,0,11,1,0,0,0,0,40,0,0,216578.93327931935,181467.96476949815
2.0,60.32339210535779,37.42270633511457,10.0,21,22.0,1991,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,65,0,0,186983.0215857216,281843.2505443552
1.0,40.716933934010974,21.5496981244772,8.0,14,17.0,1987,0.041365446,1,1,31,5569,0,1,4,1,0,0,0,0,40,0,0,159662.77530927502,237885.89122667816
1.0,39.18535341312665,21.568960718546347,7.0,2,17.0,2002,0.195781053,1,1,23,5212,6,3,2,1,0,0,0,0,20,0,0,175905.30146710208,241426.3960999263
1.0,51.98112802620236,20.423446160866675,12.0,4,17.0,2003,0.42882581799999997,1,1,25,5011,8,0,2,1,0,0,0,0,44,0,0,157482.35230280843,250383.83440186398
1.0,31.294896376715695,21.470132382043115,5.0,2,5.0,1966,0.319809354,1,1,25,4756,16,5,8,1,0,0,0,0,13,0,0,173432.02595300472,180382.19663356265
1.0,38.859265081487095,22.043001839524003,9.0,10,12.0,1970,0.034331497,1,1,25,5487,3,0,4,1,0,0,0,0,117,0,1,157949.78200735728,181467.96476949815
1.0,42.48900424292274,20.48800852910884,7.0,10,16.0,2007,0.158249043,1,1,21,5731,0,1,0,1,0,0,0,0,29,0,0,163165.9826430662,254236.32508556198
2.0,65.22324588568385,61.61628730343716,5.0,2,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,180382.19663356265
3.0,75.41760690891206,71.81064832666537,5.0,7,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,1,345,0,1,215707.92534743663,192086.8226061738
3.0,89.82294665036258,61.029895297584936,10.0,13,24.0,2010,0.101872465,1,1,23,4583,3,3,3,1,0,0,0,0,64,0,0,285751.1692128988,254236.32508556198
3.0,66.03304500970015,62.426086427453455,5.0,9,12.0,1977,0.034656082000000005,1,1,0,168,0,0,0,1,0,0,0,1,372,0,1,172778.61536482215,192086.8226061738
2.0,59.228601814430036,33.70481175867325,11.0,8,14.0,2004,0.458174486,1,0,26,4439,1,1,5,1,0,0,0,0,85,0,0,204352.46025654644,227478.6879975081
2.0,41.62858380189103,24.35338013167048,6.0,12,12.0,1970,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,58,0,0,208793.45650635546,181467.96476949815
1.0,34.67082982255834,31.06387124031165,5.0,4,13.0,1977,0.005767451,1,1,1,388,0,0,0,1,0,1,0,1,372,0,1,104300.89360893519,189145.45109120343
1.0,44.35151094106474,20.885006178902266,8.0,10,14.0,1991,0.161531741,1,1,25,5648,1,2,4,1,0,0,0,0,194,0,1,139025.78503488025,237885.89122667816
4.0,65.55983414534953,47.696254952296684,6.0,6,9.0,1976,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,0,51,0,0,250971.66390366468,192086.8226061738
1.0,36.61761900861657,21.204734032511144,9.0,10,14.0,1975,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,44,0,0,148546.739530371,181467.96476949815
2.0,49.770653349258005,31.765635465923122,5.0,7,9.0,1973,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,65,0,0,186983.0215857216,192086.8226061738
2.0,66.20448327956029,60.53823002331868,5.0,3,13.0,2015,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,0,79,0,0,329815.68074626534,176912.07860305184
3.0,68.8860803579418,49.864532612444755,7.0,2,16.0,1980,0.019508796000000002,1,1,37,7687,11,5,5,1,0,0,0,0,45,0,0,434184.9177032198,180382.19663356265
2.0,65.94347322978885,62.33651464754216,5.0,11,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,1,94,0,0,168723.59916172136,181467.96476949815
1.0,57.985539065116434,26.349671738313152,12.0,13,14.0,2016,1.8e-09,1,1,16,3681,73,2,5,1,0,0,0,0,9,0,0,212186.45029955788,179466.09423541973
1.0,36.29233142680017,23.18001410549445,9.0,8,12.0,1972,0.265088676,1,1,37,5288,0,3,2,1,0,0,0,0,54,0,0,151319.51539642597,192086.8226061738
2.0,101.34850608990361,53.86758913554361,6.0,12,12.0,2010,0.000991363,1,1,33,6783,3,1,9,1,0,0,0,0,19,0,0,320532.7138504725,254236.32508556198
3.0,84.27405526001205,50.50537947999476,8.0,7,9.0,1997,0.041116354,1,1,53,14892,4,1,4,1,0,0,0,0,580,0,1,207858.57125868363,234076.0658760037
1.0,47.56444337054507,23.574422811627468,6.0,9,24.0,2012,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,51,0,0,147456.16058131488,178912.36908081267
1.0,36.1019149582304,25.80481225120565,5.0,6,9.0,1963,0.1363303,1,1,30,6141,10,3,6,1,0,0,0,0,49,0,0,169809.79948078876,192086.8226061738
2.0,53.42267570062887,34.84035257667851,8.0,5,12.0,1980,0.13321533300000002,1,1,49,11395,3,3,4,0,0,1,0,0,76,0,0,213131.66560731462,189145.45109120343
1.0,45.42134324527114,42.68666624416219,11.0,1,1.0,2017,0.282797669,1,1,33,8667,2,0,6,1,0,1,0,0,58,0,0,163976.5353654754,176912.07860305184
2.0,64.35964576280219,60.7526871805555,5.0,6,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1,0,0,0,1,445,0,1,203094.7278714942,192086.8226061738
3.0,49.017240362520745,34.960038937402274,6.0,7,9.0,1980,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,0,164,0,1,214426.40975734207,192086.8226061738
3.0,86.34058762161993,76.95666964094545,5.0,23,23.0,1990,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,63,0,0,324778.032160198,281843.2505443552
3.0,67.69786043400872,42.83001512333189,8.0,3,12.0,1977,6.99893e-05,1,1,46,10309,1,1,16,1,0,1,0,0,26,0,0,238561.87098655148,180382.19663356265
1.0,33.22999462138102,22.361966340771293,6.0,8,9.0,1969,0.42882581799999997,1,1,25,5011,8,0,2,1,0,0,0,0,44,0,0,157482.35230280843,192086.8226061738
1.0,39.28571349776969,35.678754915523,5.0,1,1.0,2017,0.011654127,1,1,4,915,0,0,0,1,0,1,0,1,580,0,1,119817.44845668125,176912.07860305184
3.0,84.12878565363198,59.88505515046151,11.0,4,5.0,1939,0.21843974,1,1,21,4472,6,4,7,0,0,0,0,0,6,0,0,321488.5604491587,333877.70469807327
2.0,56.29543455872323,33.7362326492835,9.0,5,17.0,2007,0.0,1,1,47,11319,0,3,5,1,0,0,0,0,22,0,0,321049.2641093822,250383.83440186398
4.0,99.3030703368525,65.01041317096336,10.0,3,22.0,2010,0.127375905,1,1,43,8429,3,3,9,1,0,0,0,0,40,0,0,484454.2663294457,241426.3960999263
3.0,83.89570776976119,46.15963822223158,10.0,4,12.0,2011,0.151346216,1,0,32,5889,10,4,1,1,0,1,0,0,40,0,0,413715.8009872843,165526.307915045
1.0,47.07505221758029,26.22907814530016,5.0,15,15.0,2011,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,0,580,0,1,119817.44845668125,179466.09423541973
2.0,61.7686833671635,60.47671988777192,5.0,3,3.0,2017,0.43788524,1,1,23,5735,3,0,5,1,0,0,0,0,117,0,1,168157.30450718384,176912.07860305184
2.0,71.15289896231499,37.87354282551621,11.0,16,25.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1,0,0,0,0,345,0,1,178456.97357523238,171739.19921978915
1.0,40.48827275515686,23.382282725616413,7.0,2,4.0,1961,0.0,1,1,33,7425,1,2,5,1,0,0,0,0,58,0,0,175768.83156758404,180382.19663356265
2.0,41.180353567362104,23.268717303773407,6.0,11,12.0,1968,0.14890389099999998,1,1,9,1952,1,3,2,1,0,0,0,0,117,0,1,168157.30450718384,181467.96476949815
3.0,78.41714500432776,48.47065108889851,9.0,11,22.0,2000,0.18878376600000002,1,1,31,6137,4,0,1,1,0,0,0,0,53,0,0,320748.55569443153,237885.89122667816
3.0,65.6798263787836,44.499891349717124,6.0,2,10.0,1969,0.130617806,1,1,39,10418,9,1,9,1,0,0,0,0,60,0,0,304640.10644178034,180382.19663356265
4.0,109.02254372224877,67.67437264905297,10.0,19,22.0,2002,0.13321533300000002,1,1,49,11395,3,3,4,0,0,1,0,0,76,0,0,352400.56677117595,234614.2421975136
2.0,58.692132931238426,55.085174348991735,5.0,16,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,372,0,1,144402.24532042688,171739.19921978915
2.0,61.224450307153475,31.941642453244533,10.0,6,16.0,1982,0.458174486,1,0,26,4439,1,1,5,1,0,0,0,0,85,0,0,204352.46025654644,234076.0658760037
2.0,70.56657120484266,70.69422104004224,12.0,28,30.0,2014,0.050755569,1,1,24,5469,1,0,1,1,0,0,0,0,29,0,0,221248.16928185883,192555.49709032386
1.0,43.24213913217877,36.02822196768539,10.0,10,15.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,164,0,1,131107.27196192677,181467.96476949815
2.0,59.964961792395755,33.18465924254556,10.0,9,17.0,1999,0.0,1,1,30,5562,0,0,5,0,0,0,0,0,33,0,0,234191.89069896413,234076.0658760037
1.0,39.061390885185375,35.454432302938685,5.0,2,17.0,1977,0.118537385,1,1,30,6207,1,1,0,1,0,0,0,1,55,0,0,149344.9804183917,180382.19663356265
3.0,63.94825804260803,38.50587933761879,7.0,7,9.0,1978,0.002211665,1,1,39,7614,3,1,5,0,0,0,0,0,164,0,1,214426.40975734207,192086.8226061738
3.0,77.10324368110686,55.355567513453465,7.0,4,10.0,1960,0.020741326,1,1,24,5613,5,2,5,1,0,0,0,0,29,0,0,350412.09703822416,189145.45109120343
1.0,38.634875259084225,35.027916676837535,5.0,10,25.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,164,0,1,131107.27196192677,181467.96476949815
2.0,48.80465326504427,30.48934022271955,6.0,11,14.0,1975,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,65,0,0,186983.0215857216,181467.96476949815
3.0,66.06970037549142,50.898861932541074,7.0,4,12.0,1996,0.319809354,1,1,25,4756,16,5,8,1,0,0,0,0,10,0,0,368706.5145752222,217602.69968302205
2.0,66.38426929156482,33.938639312519534,12.0,2,17.0,2014,0.23220508399999998,1,1,24,4860,1,0,3,1,0,0,0,0,86,0,0,233805.8487506346,176912.07860305184
1.0,40.79685844303359,37.48023818645483,5.0,2,19.0,1977,0.21140121399999998,1,1,9,1892,0,0,1,1,0,0,0,0,580,0,1,119817.44845668125,180382.19663356265
3.0,76.746603238253,46.47019765794254,10.0,15,17.0,1996,0.1363303,1,1,30,6141,10,3,6,1,0,0,0,0,25,0,0,373370.63501887536,237885.89122667816
2.0,65.20497643761864,2.467002252630313,5.0,9,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,0,372,0,1,144402.24532042688,192086.8226061738
4.0,103.33996410964028,65.06400028874009,11.0,9,12.0,2004,0.158249043,1,1,21,5731,0,1,0,1,0,0,0,0,29,0,0,339529.4147498301,227478.6879975081
1.0,42.085668844208726,20.98340164764676,8.0,15,17.0,1987,0.089039719,1,1,33,7976,5,0,11,1,0,0,0,0,40,0,0,185704.76669356032,237885.89122667816
